"","gene","LFC"
"1","Amillepora16770",-0.0127969674811218
"2","Amillepora16769",0.12613630574496
"3","Amillepora16774",0.205496136449085
"4","Amillepora16773",-0.132756347006701
"5","Amillepora16771",0.158361976671835
"6","Amillepora16778",0.442914715304587
"7","Amillepora16777",-0.263912611478609
"8","Amillepora16779",0.311477142016822
"9","Amillepora16784",0.0653622251420603
"10","Amillepora16795",0.439536442823927
"11","Amillepora16787",-0.0663546795121602
"12","Amillepora16794",-0.165374071376146
"13","Amillepora16792",-0.0643956093111375
"14","Amillepora16791",-0.71093633308665
"15","Amillepora16785",0.798522986139428
"16","Amillepora16796",0.168339216970402
"17","Amillepora16800",0.722380949125169
"18","Amillepora16798",-0.0497820123385542
"19","Amillepora16797",-0.0852954520806509
"20","Amillepora16801",-0.417768906522485
"21","Amillepora16804",-0.118619133807237
"22","Amillepora16812",-0.0154660844546248
"23","Amillepora16808",-0.0707980920556754
"24","Amillepora16815",0.566233324542091
"25","Amillepora16806",0.0340243671879811
"26","Amillepora16813",-0.174456560611313
"27","Amillepora16807",-0.0207041298675761
"28","Amillepora16814",0.00506051328275376
"29","Amillepora16811",0.206775298282013
"30","Amillepora16805",-0.711543620307689
"31","Amillepora16809",0.101925856894135
"32","Amillepora16802",-0.548773944208481
"33","Amillepora16803",-0.0502228912450998
"34","Amillepora16810",-0.186167120890679
"35","Amillepora16817",-0.229237727181658
"36","Amillepora16818",0.644957860723174
"37","Amillepora16824",-0.0738596721235738
"38","Amillepora16816",0.851044642519402
"39","Amillepora16822",0.0222011741506648
"40","Amillepora16821",0.589805424397443
"41","Amillepora16819",-0.403480700787176
"42","Amillepora16820",0.0400889899900606
"43","Amillepora16826",0.460112994744364
"44","Amillepora16825",0.469532140325446
"45","Amillepora16830",0.182288153821286
"46","Amillepora16829",0.300223195769245
"47","Amillepora16833",0.269978633061705
"48","Amillepora16841",-0.0324944818392526
"49","Amillepora16840",0.209930357402203
"50","Amillepora16834",0.0626101272913356
"51","Amillepora16838",2.02712147067927
"52","Amillepora16839",0.167321144990496
"53","Amillepora16837",0.723455886275201
"54","Amillepora16835",0.397209578046154
"55","Amillepora16849",-0.0337170678486877
