"","gene","LFC"
"1","Amillepora16770",-0.0446500634088639
"2","Amillepora16769",0.00415237253154266
"3","Amillepora16774",0.169147619793843
"4","Amillepora16773",0.10242348271928
"5","Amillepora16771",-0.165311413617728
"6","Amillepora16778",0.575759234268896
"7","Amillepora16777",0.0148150160586275
"8","Amillepora16779",-0.257933040839677
"9","Amillepora16784",0.0823319200888571
"10","Amillepora16795",-0.474445614351047
"11","Amillepora16787",-0.0174103100653585
"12","Amillepora16794",0.036743768642182
"13","Amillepora16792",-0.261814140596102
"14","Amillepora16791",0.359267307858632
"15","Amillepora16785",-0.0351769844814806
"16","Amillepora16796",-0.0586239045196788
"17","Amillepora16800",0.122638875120914
"18","Amillepora16798",0.0165376575867402
"19","Amillepora16797",0.219315882075644
"20","Amillepora16801",0.383487466814121
"21","Amillepora16804",0.0841892576830388
"22","Amillepora16812",0.0980799513985361
"23","Amillepora16808",-0.111925681622645
"24","Amillepora16815",-0.198452820335729
"25","Amillepora16806",0.161775513035586
"26","Amillepora16813",0.104182434519385
"27","Amillepora16807",0.393697930070148
"28","Amillepora16814",-0.0141372495315534
"29","Amillepora16811",0.156440099999041
"30","Amillepora16809",-0.166989008249427
"31","Amillepora16802",0.0489477277277119
"32","Amillepora16803",-0.151194656963955
"33","Amillepora16810",-0.0269567464453705
"34","Amillepora16817",0.285393333701048
"35","Amillepora16818",0.163485654081457
"36","Amillepora16824",0.243618458146991
"37","Amillepora16816",0.215755305872527
"38","Amillepora16821",-0.453122528157073
"39","Amillepora16819",0.624932395891808
"40","Amillepora16820",-0.0360952662231831
"41","Amillepora16826",-0.110074878480902
"42","Amillepora16825",0.079418112876023
"43","Amillepora16830",-0.458785555762872
"44","Amillepora16833",-0.399250397407173
"45","Amillepora16841",0.258061705797674
"46","Amillepora16834",-0.419991113709107
"47","Amillepora16839",0.318320960973129
"48","Amillepora16849",0.111900606485092
"49","Amillepora16846",-0.300728606750612
"50","Amillepora16848",-0.258599365657351
"51","Amillepora16847",-0.158519378836828
"52","Amillepora16850",0.0677444039420158
"53","Amillepora16851",-0.287821222022837
"54","Amillepora16858",-0.450018338118043
"55","Amillepora16859",-0.288496297904622
"56","Amillepora16856",-0.179657694815086
"57","Amillepora16854",0.0932201921719661
"58","Amillepora16860",0.00556718224813299
"59","Amillepora16857",0.196290474561239
"60","Amillepora16872",0.512004850428596
"61","Amillepora16861",0.111954767958782
"62","Amillepora16863",0.205558061345848
"63","Amillepora16862",0.196676615847166
"64","Amillepora16864",-0.0951842657283788
"65","Amillepora16877",0.33250894126619
"66","Amillepora16875",0.0643928330111315
"67","Amillepora16874",-0.0227819365931541
"68","Amillepora16891",0.113469838545488
"69","Amillepora16890",0.451958988983357
"70","Amillepora16878",-0.219072678760671
"71","Amillepora16898",-0.00118188531773053
"72","Amillepora16893",1.02823677369444
"73","Amillepora16899",-0.140376050085064
"74","Amillepora16897",0.0758869803822207
"75","Amillepora16896",0.122916745452049
"76","Amillepora16900",-0.15215016853613
"77","Amillepora16901",-0.0655448088585882
"78","Amillepora16903",0.0932840584439824
"79","Amillepora16905",0.0102859847260028
"80","Amillepora16904",0.059231103815181
"81","Amillepora16906",0.0530823510555337
"82","Amillepora16914",0.822084876418292
"83","Amillepora16913",0.197569389590708
"84","Amillepora16908",0.135578533345519
"85","Amillepora16907",-0.0263532891612735
"86","Amillepora16922",-0.252013077200668
"87","Amillepora16928",0.0695850589994482
"88","Amillepora16926",-0.0465603239897384
"89","Amillepora16925",-0.0776709255511928
"90","Amillepora16923",0.141063430417707
"91","Amillepora16929",-0.00122805594070061
"92","Amillepora16931",0.091687618919409
"93","Amillepora16932",0.0629237266238022
"94","Amillepora16930",0.174708020890823
"95","Amillepora16933",-0.148271588094557
"96","Amillepora16934",0.055205305983824
"97","Amillepora16937",-0.642261794022376
"98","Amillepora16946",0.305679808187901
"99","Amillepora16947",0.141570221599862
"100","Amillepora16939",-0.0817954649839373
"101","Amillepora16941",-0.170906856140051
"102","Amillepora16936",-0.218398230280013
"103","Amillepora16944",-0.197839192918334
"104","Amillepora16943",-0.218797832699466
"105","Amillepora16940",0.0891328611895127
"106","Amillepora16945",0.188099766176086
"107","Amillepora16948",0.179243437891334
"108","Amillepora16958",-0.235903258034235
"109","Amillepora16949",0.141747088312344
"110","Amillepora16952",-0.155063819928478
"111","Amillepora16951",0.093441152584228
"112","Amillepora16953",-0.0683595604426851
"113","Amillepora16957",0.159436735581399
"114","Amillepora16968",1.14291765749637
"115","Amillepora16964",0.490910499759481
"116","Amillepora16961",-0.351422675566389
"117","Amillepora16959",0.16684754149054
"118","Amillepora16962",-0.176315604854949
"119","Amillepora16972",0.213981202310373
"120","Amillepora16974",-0.431616186400233
"121","Amillepora16975",-0.0387529259693064
"122","Amillepora16979",-0.137681969163319
"123","Amillepora16978",-0.294554404280715
"124","Amillepora16976",-0.275005026051891
"125","Amillepora16984",-0.144869172901837
"126","Amillepora16988",0.0607925482929323
"127","Amillepora16982",-0.144896086435154
"128","Amillepora16983",0.0585115068403799
"129","Amillepora16991",0.286698642062203
"130","Amillepora16987",0.145425111026485
"131","Amillepora16986",0.332198533013706
"132","Amillepora16981",0.00400487681434467
"133","Amillepora16993",-0.0879900709654359
